Acido:; Incluye solo Stock;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha:; 26/2/2023;;;;;;;;;;;;;;;;;;;;;;;;;;
Region:; Cuyo;;;;;;;;;;;;;;;;;;;;;;;;;;
Region;Cadena;Local;Seccion;Familia;Item;Descripcion;Codigo Interno;% NS;% NS1;% NS2;Stock;Pend Entrega;Dias Stock;Dias Obj;Cob Obj Un;Vta Prom DiariaNeta;Pco Uni;Promo;UxB;Fecha Ult Vta;Dias Sin Vta con Stk;Forma Entrega;Vigencia;Rol Local;Costo;Carga Gondola;CD Abastece
Cuyo;Vea;414 - Vea 45.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;112;0;0;9;0;20;18;8;0,43;0;;25;25/2/2023;1;AL;V;SI;71,03;0;9221
Cuyo;Vea;415 - Vea 46.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;125;0;0;10;25;6;5;8;1,54;106,78;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Vea;417 - Vea 48.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;312;0;0;25;0;24;7;8;1,02;0;;25;17/2/2023;9;AL;V;SI;71,03;0;9221
Cuyo;Vea;423 - Vea 36.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;125;0;0;10;0;11;9;8;0,86;106,78;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Vea;433 - Cipolletti.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;150;0;0;12;25;17;11;8;0,69;112,12;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Vea;505 - Catamarca III.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;0;0;0;0;0;0;5;4;0,88;0;;25;6/1/2023;0;XD;V;SI;71,03;0;268
Cuyo;Jumbo;5216 - Jumbo Neuquén;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;137;0;0;11;25;11;8;8;1;115,32;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Jumbo;5222 - Jumbo Mendoza;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;425;0;0;34;0;22;5;8;1,51;109,98;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Jumbo;5225 - Jumbo Vista Pueblo;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;887;0;0;71;0;25;2;8;2,74;109,98;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Jumbo;5227 - Jumbo Tucuman;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;1537;0;0;123;0;120;7;8;1,02;0;;25;25/2/2023;1;XD;V;SI;71,03;0;268
Cuyo;Jumbo;5251 - Jumbo Salta;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;2825;0;0;226;0;172;6;8;1,31;111,05;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;544 - San Juan;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;175;0;0;14;0;13;7;8;1,07;106,78;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Vea;545 - SM 545 Tupungato Mza.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;450;0;0;36;0;24;5;8;1,48;0;;25;25/2/2023;1;AL;V;SI;71,03;0;9221
